Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
San Marino,SMR,Voice and Accountability: Estimate,VA.EST,1.227239251
Malta,MLT,Government Effectiveness: Percentile Rank,GE.PER.RNK,76.88679504
San Marino,SMR,Control of Corruption: Estimate,CC.EST,1.27020359
Slovak Republic,SVK,Regulatory Quality: Percentile Rank,RQ.PER.RNK,76.88679504
San Marino,SMR,Government Effectiveness: Estimate,GE.EST,1.77110064
American Samoa,ASM,Voice and Accountability: Percentile Rank,VA.PER.RNK,77.29468536
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,77.35848999
San Marino,SMR,Regulatory Quality: Estimate,RQ.EST,0.545899749
Qatar,QAT,Regulatory Quality: Percentile Rank,RQ.PER.RNK,77.35848999
San Marino,SMR,Rule of Law: Estimate,RL.EST,1.749781728
Spain,ESP,Rule of Law: Percentile Rank,RL.PER.RNK,77.35848999
Sao Tome and Principe,STP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.607801914
Sao Tome and Principe,STP,Voice and Accountability: Estimate,VA.EST,0.285293698
St. Vincent and the Grenadines,VCT,Control of Corruption: Percentile Rank,CC.PER.RNK,77.35848999
Sao Tome and Principe,STP,Control of Corruption: Estimate,CC.EST,0.284455985
Uruguay,URY,Government Effectiveness: Percentile Rank,GE.PER.RNK,77.35848999
Sao Tome and Principe,STP,Government Effectiveness: Estimate,GE.EST,-0.843731463
Slovenia,SVN,Voice and Accountability: Percentile Rank,VA.PER.RNK,77.77777863
Aruba,ABW,Control of Corruption: Percentile Rank,CC.PER.RNK,77.83018494
Sao Tome and Principe,STP,Regulatory Quality: Estimate,RQ.EST,-0.890242934
Aruba,ABW,Regulatory Quality: Percentile Rank,RQ.PER.RNK,77.83018494
Sao Tome and Principe,STP,Rule of Law: Estimate,RL.EST,-0.61407131
Mauritius,MUS,Rule of Law: Percentile Rank,RL.PER.RNK,77.83018494
Saudi Arabia,SAU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.362989008
Saudi Arabia,SAU,Voice and Accountability: Estimate,VA.EST,-1.48996067
Spain,ESP,Government Effectiveness: Percentile Rank,GE.PER.RNK,77.83018494
Saudi Arabia,SAU,Control of Corruption: Estimate,CC.EST,0.356948316
St. Lucia,LCA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,77.83018494
Saudi Arabia,SAU,Government Effectiveness: Estimate,GE.EST,0.583050787
Chile,CHL,Voice and Accountability: Percentile Rank,VA.PER.RNK,78.26087189
Bahrain,BHR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,78.30188751
Saudi Arabia,SAU,Regulatory Quality: Estimate,RQ.EST,0.418585479
Nauru,NRU,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,78.30188751
Saudi Arabia,SAU,Rule of Law: Estimate,RL.EST,0.290623277
Slovenia,SVN,Control of Corruption: Percentile Rank,CC.PER.RNK,78.30188751
Senegal,SEN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.153299466
Senegal,SEN,Voice and Accountability: Estimate,VA.EST,0.164923653
Tuvalu,TUV,Rule of Law: Percentile Rank,RL.PER.RNK,78.30188751
Senegal,SEN,Control of Corruption: Estimate,CC.EST,-0.028728109
Samoa,WSM,Voice and Accountability: Percentile Rank,VA.PER.RNK,78.74396515
Senegal,SEN,Government Effectiveness: Estimate,GE.EST,-0.001249278
Ireland,IRL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,78.77358246
Israel,ISR,Control of Corruption: Percentile Rank,CC.PER.RNK,78.77358246
Senegal,SEN,Regulatory Quality: Estimate,RQ.EST,-0.296521306
Martinique,MTQ,Government Effectiveness: Percentile Rank,GE.PER.RNK,78.77358246
Senegal,SEN,Rule of Law: Estimate,RL.EST,-0.262500226
Reunion,REU,Government Effectiveness: Percentile Rank,GE.PER.RNK,78.77358246
Serbia,SRB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.172904298
Serbia,SRB,Voice and Accountability: Estimate,VA.EST,-0.099995345
United Arab Emirates,ARE,Rule of Law: Percentile Rank,RL.PER.RNK,78.77358246
Serbia,SRB,Control of Corruption: Estimate,CC.EST,-0.456187755
Aruba,ABW,Voice and Accountability: Percentile Rank,VA.PER.RNK,79.22705078
Serbia,SRB,Government Effectiveness: Estimate,GE.EST,0.065668479
"Bahamas, The",BHS,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,79.24528503
Malaysia,MYS,Government Effectiveness: Percentile Rank,GE.PER.RNK,79.24528503
Serbia,SRB,Regulatory Quality: Estimate,RQ.EST,0.137092441
Qatar,QAT,Control of Corruption: Percentile Rank,CC.PER.RNK,79.24528503
Serbia,SRB,Rule of Law: Estimate,RL.EST,-0.113290347
Qatar,QAT,Rule of Law: Percentile Rank,RL.PER.RNK,79.24528503
Seychelles,SYC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.75640434
Seychelles,SYC,Voice and Accountability: Estimate,VA.EST,0.597845078
Spain,ESP,Voice and Accountability: Percentile Rank,VA.PER.RNK,79.71014404
Seychelles,SYC,Control of Corruption: Estimate,CC.EST,1.698149085
Finland,FIN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,79.71697998
Seychelles,SYC,Government Effectiveness: Estimate,GE.EST,0.662167311
Latvia,LVA,Rule of Law: Percentile Rank,RL.PER.RNK,79.71697998
Lithuania,LTU,Government Effectiveness: Percentile Rank,GE.PER.RNK,79.71697998
Seychelles,SYC,Regulatory Quality: Estimate,RQ.EST,0.327582836
"Macao SAR, China",MAC,Control of Corruption: Percentile Rank,CC.PER.RNK,79.71697998
Seychelles,SYC,Rule of Law: Estimate,RL.EST,0.460202545
Anguilla,AIA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,80.18868256
Sierra Leone,SLE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.089501671
Sierra Leone,SLE,Voice and Accountability: Estimate,VA.EST,-0.142346099
Bermuda,BMU,Regulatory Quality: Percentile Rank,RQ.PER.RNK,80.18868256
Sierra Leone,SLE,Control of Corruption: Estimate,CC.EST,-0.563655317
Brunei Darussalam,BRN,Rule of Law: Percentile Rank,RL.PER.RNK,80.18868256
Sierra Leone,SLE,Government Effectiveness: Estimate,GE.EST,-1.16025281
French Guiana,GUF,Control of Corruption: Percentile Rank,CC.PER.RNK,80.18868256
Martinique,MTQ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,80.18868256
Sierra Leone,SLE,Regulatory Quality: Estimate,RQ.EST,-1.055577874
Portugal,PRT,Government Effectiveness: Percentile Rank,GE.PER.RNK,80.18868256
Sierra Leone,SLE,Rule of Law: Estimate,RL.EST,-0.828648925
Reunion,REU,Regulatory Quality: Percentile Rank,RQ.PER.RNK,80.18868256
Singapore,SGP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.45994246
Singapore,SGP,Voice and Accountability: Estimate,VA.EST,-0.049447365
Sweden,SWE,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,80.18868256
Singapore,SGP,Control of Corruption: Estimate,CC.EST,2.094723701
Japan,JPN,Voice and Accountability: Percentile Rank,VA.PER.RNK,80.1932373
Singapore,SGP,Government Effectiveness: Estimate,GE.EST,2.144825935
Chile,CHL,Control of Corruption: Percentile Rank,CC.PER.RNK,80.6603775
"Jersey, Channel Islands",JEY,Regulatory Quality: Percentile Rank,RQ.PER.RNK,80.6603775
Singapore,SGP,Regulatory Quality: Estimate,RQ.EST,2.214378357
Malta,MLT,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,80.6603775
Singapore,SGP,Rule of Law: Estimate,RL.EST,1.779277682
Samoa,WSM,Rule of Law: Percentile Rank,RL.PER.RNK,80.6603775
Slovak Republic,SVK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.443434268
Slovak Republic,SVK,Voice and Accountability: Estimate,VA.EST,0.886331797
Slovenia,SVN,Government Effectiveness: Percentile Rank,GE.PER.RNK,80.6603775
Slovak Republic,SVK,Control of Corruption: Estimate,CC.EST,0.213603869
Czechia,CZE,Voice and Accountability: Percentile Rank,VA.PER.RNK,80.67633057
Slovak Republic,SVK,Government Effectiveness: Estimate,GE.EST,0.378621489
Cabo Verde,CPV,Control of Corruption: Percentile Rank,CC.PER.RNK,81.13207245
Cabo Verde,CPV,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,81.13207245
Slovak Republic,SVK,Regulatory Quality: Estimate,RQ.EST,0.850252986
Chile,CHL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,81.13207245
Slovak Republic,SVK,Rule of Law: Estimate,RL.EST,0.622537851
Czechia,CZE,Government Effectiveness: Percentile Rank,GE.PER.RNK,81.13207245
Slovenia,SVN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.706639647
Slovenia,SVN,Voice and Accountability: Estimate,VA.EST,0.972445667
Israel,ISR,Rule of Law: Percentile Rank,RL.PER.RNK,81.13207245
Slovenia,SVN,Control of Corruption: Estimate,CC.EST,0.767380297
Lithuania,LTU,Voice and Accountability: Percentile Rank,VA.PER.RNK,81.15942383
Slovenia,SVN,Government Effectiveness: Estimate,GE.EST,1.069066644
Australia,AUS,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,81.60377502
Georgia,GEO,Regulatory Quality: Percentile Rank,RQ.PER.RNK,81.60377502
Slovenia,SVN,Regulatory Quality: Estimate,RQ.EST,0.694944024
Palau,PLW,Rule of Law: Percentile Rank,RL.PER.RNK,81.60377502
Slovenia,SVN,Rule of Law: Estimate,RL.EST,0.972656548
Palau,PLW,Voice and Accountability: Percentile Rank,VA.PER.RNK,81.64250946
Solomon Islands,SLB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.379514664
Solomon Islands,SLB,Voice and Accountability: Estimate,VA.EST,0.321038097
Aruba,ABW,Government Effectiveness: Percentile Rank,GE.PER.RNK,82.07546997
Solomon Islands,SLB,Control of Corruption: Estimate,CC.EST,-0.184422299
Greenland,GRL,Control of Corruption: Percentile Rank,CC.PER.RNK,82.07546997
Solomon Islands,SLB,Government Effectiveness: Estimate,GE.EST,-0.674787521
"Jersey, Channel Islands",JEY,Control of Corruption: Percentile Rank,CC.PER.RNK,82.07546997
"Macao SAR, China",MAC,Government Effectiveness: Percentile Rank,GE.PER.RNK,82.07546997
Solomon Islands,SLB,Regulatory Quality: Estimate,RQ.EST,-0.766386211
United Arab Emirates,ARE,Regulatory Quality: Percentile Rank,RQ.PER.RNK,82.07546997
Solomon Islands,SLB,Rule of Law: Estimate,RL.EST,-0.241932362
Virgin Islands (U.S.),VIR,Rule of Law: Percentile Rank,RL.PER.RNK,82.07546997
Somalia,SOM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.483434439
Somalia,SOM,Voice and Accountability: Estimate,VA.EST,-1.734435916
Costa Rica,CRI,Voice and Accountability: Percentile Rank,VA.PER.RNK,82.12560272
Somalia,SOM,Control of Corruption: Estimate,CC.EST,-1.7924546
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,82.54717255
Somalia,SOM,Government Effectiveness: Estimate,GE.EST,-2.026367903
Brunei Darussalam,BRN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,82.54717255
Qatar,QAT,Government Effectiveness: Percentile Rank,GE.PER.RNK,82.54717255
Somalia,SOM,Regulatory Quality: Estimate,RQ.EST,-1.900155783
Slovenia,SVN,Rule of Law: Percentile Rank,RL.PER.RNK,82.54717255
Somalia,SOM,Rule of Law: Estimate,RL.EST,-2.286855459
St. Kitts and Nevis,KNA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,82.54717255
South Africa,ZAF,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.72211808
South Africa,ZAF,Voice and Accountability: Estimate,VA.EST,0.707014203
United States,USA,Control of Corruption: Percentile Rank,CC.PER.RNK,82.54717255
South Africa,ZAF,Control of Corruption: Estimate,CC.EST,-0.31976521
Italy,ITA,Voice and Accountability: Percentile Rank,VA.PER.RNK,82.60869598
South Africa,ZAF,Government Effectiveness: Estimate,GE.EST,-0.125317961
France,FRA,Government Effectiveness: Percentile Rank,GE.PER.RNK,83.01886749
Lithuania,LTU,Rule of Law: Percentile Rank,RL.PER.RNK,83.01886749
South Africa,ZAF,Regulatory Quality: Estimate,RQ.EST,-0.185125753
"Taiwan, China",TWN,Control of Corruption: Percentile Rank,CC.PER.RNK,83.01886749
South Africa,ZAF,Rule of Law: Estimate,RL.EST,0.019737322
Vanuatu,VUT,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,83.01886749
South Sudan,SSD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.210053921
South Sudan,SSD,Voice and Accountability: Estimate,VA.EST,-1.698617816
"Taiwan, China",TWN,Voice and Accountability: Percentile Rank,VA.PER.RNK,83.09178925
South Sudan,SSD,Control of Corruption: Estimate,CC.EST,-1.85575521
Cayman Islands,CYM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,83.49056244
South Sudan,SSD,Government Effectiveness: Estimate,GE.EST,-2.38986516
Costa Rica,CRI,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,83.49056244
Czechia,CZE,Rule of Law: Percentile Rank,RL.PER.RNK,83.49056244
South Sudan,SSD,Regulatory Quality: Estimate,RQ.EST,-2.103992701
French Guiana,GUF,Regulatory Quality: Percentile Rank,RQ.PER.RNK,83.49056244
South Sudan,SSD,Rule of Law: Estimate,RL.EST,-2.055449009
"Jersey, Channel Islands",JEY,Government Effectiveness: Percentile Rank,GE.PER.RNK,83.49056244
Spain,ESP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.265326977
Spain,ESP,Voice and Accountability: Estimate,VA.EST,1.013012767
United Arab Emirates,ARE,Control of Corruption: Percentile Rank,CC.PER.RNK,83.49056244
Spain,ESP,Control of Corruption: Estimate,CC.EST,0.685312092
Malta,MLT,Voice and Accountability: Percentile Rank,VA.PER.RNK,83.57488251
Spain,ESP,Government Effectiveness: Estimate,GE.EST,0.92075789
Brunei Darussalam,BRN,Control of Corruption: Percentile Rank,CC.PER.RNK,83.96226501
"Korea, Rep.",KOR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,83.96226501
Spain,ESP,Regulatory Quality: Estimate,RQ.EST,0.797074437
Portugal,PRT,Rule of Law: Percentile Rank,RL.PER.RNK,83.96226501
Spain,ESP,Rule of Law: Estimate,RL.EST,0.799932122
Qatar,QAT,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,83.96226501
Sri Lanka,LKA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.785569847
Sri Lanka,LKA,Voice and Accountability: Estimate,VA.EST,-0.191544354
Kiribati,KIR,Voice and Accountability: Percentile Rank,VA.PER.RNK,84.05796814
Sri Lanka,LKA,Control of Corruption: Estimate,CC.EST,-0.383287221
Anguilla,AIA,Government Effectiveness: Percentile Rank,GE.PER.RNK,84.43395996
Sri Lanka,LKA,Government Effectiveness: Estimate,GE.EST,-0.391204476
"Bahamas, The",BHS,Control of Corruption: Percentile Rank,CC.PER.RNK,84.43395996
Bermuda,BMU,Government Effectiveness: Percentile Rank,GE.PER.RNK,84.43395996
Sri Lanka,LKA,Regulatory Quality: Estimate,RQ.EST,-0.653642833
Bermuda,BMU,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,84.43395996
Sri Lanka,LKA,Rule of Law: Estimate,RL.EST,-0.056925315
French Guiana,GUF,Rule of Law: Percentile Rank,RL.PER.RNK,84.43395996
St. Kitts and Nevis,KNA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.943862259
St. Kitts and Nevis,KNA,Voice and Accountability: Estimate,VA.EST,0.764573812
Mauritius,MUS,Regulatory Quality: Percentile Rank,RQ.PER.RNK,84.43395996
St. Kitts and Nevis,KNA,Control of Corruption: Estimate,CC.EST,0.389788479
Marshall Islands,MHL,Voice and Accountability: Percentile Rank,VA.PER.RNK,84.5410614
St. Kitts and Nevis,KNA,Government Effectiveness: Estimate,GE.EST,0.392122597
Austria,AUT,Control of Corruption: Percentile Rank,CC.PER.RNK,84.90566254
Belgium,BEL,Government Effectiveness: Percentile Rank,GE.PER.RNK,84.90566254
St. Kitts and Nevis,KNA,Regulatory Quality: Estimate,RQ.EST,0.58444494
"Korea, Rep.",KOR,Rule of Law: Percentile Rank,RL.PER.RNK,84.90566254
St. Kitts and Nevis,KNA,Rule of Law: Estimate,RL.EST,0.502344728
Latvia,LVA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,84.90566254
St. Lucia,LCA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.869225919
St. Lucia,LCA,Voice and Accountability: Estimate,VA.EST,0.844048798
Guam,GUM,Voice and Accountability: Percentile Rank,VA.PER.RNK,85.02415466
St. Lucia,LCA,Control of Corruption: Estimate,CC.EST,0.57885313
France,FRA,Control of Corruption: Percentile Rank,CC.PER.RNK,85.37735748
St. Lucia,LCA,Government Effectiveness: Estimate,GE.EST,-0.097093813
France,FRA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,85.37735748
France,FRA,Rule of Law: Percentile Rank,RL.PER.RNK,85.37735748
St. Lucia,LCA,Regulatory Quality: Estimate,RQ.EST,0.439211994
Grenada,GRD,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,85.37735748
St. Lucia,LCA,Rule of Law: Estimate,RL.EST,0.661592185
Israel,ISR,Government Effectiveness: Percentile Rank,GE.PER.RNK,85.37735748
St. Vincent and the Grenadines,VCT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.043798447
St. Vincent and the Grenadines,VCT,Voice and Accountability: Estimate,VA.EST,0.846518159
St. Vincent and the Grenadines,VCT,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,85.37735748
St. Vincent and the Grenadines,VCT,Control of Corruption: Estimate,CC.EST,0.756104052
Andorra,AND,Voice and Accountability: Percentile Rank,VA.PER.RNK,85.50724792
St. Vincent and the Grenadines,VCT,Government Effectiveness: Estimate,GE.EST,0.317980945
Greenland,GRL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,85.84906006
Marshall Islands,MHL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,85.84906006
St. Vincent and the Grenadines,VCT,Regulatory Quality: Estimate,RQ.EST,0.348867625
United Kingdom,GBR,Government Effectiveness: Percentile Rank,GE.PER.RNK,85.84906006
St. Vincent and the Grenadines,VCT,Rule of Law: Estimate,RL.EST,0.644336641
France,FRA,Voice and Accountability: Percentile Rank,VA.PER.RNK,85.99034119
Sudan,SDN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.998894215
Sudan,SDN,Voice and Accountability: Estimate,VA.EST,-1.500513196
American Samoa,ASM,Rule of Law: Percentile Rank,RL.PER.RNK,86.320755
Sudan,SDN,Control of Corruption: Estimate,CC.EST,-1.397860169
French Guiana,GUF,Government Effectiveness: Percentile Rank,GE.PER.RNK,86.320755
Sudan,SDN,Government Effectiveness: Estimate,GE.EST,-1.705309153
Guam,GUM,Rule of Law: Percentile Rank,RL.PER.RNK,86.320755
Israel,ISR,Regulatory Quality: Percentile Rank,RQ.PER.RNK,86.320755
Sudan,SDN,Regulatory Quality: Estimate,RQ.EST,-1.581311107
Luxembourg,LUX,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,86.320755
Sudan,SDN,Rule of Law: Estimate,RL.EST,-1.264525056
Barbados,BRB,Voice and Accountability: Percentile Rank,VA.PER.RNK,86.47342682
Suriname,SUR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.396292031
Suriname,SUR,Voice and Accountability: Estimate,VA.EST,0.367263019
Belgium,BEL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,86.79244995
Suriname,SUR,Control of Corruption: Estimate,CC.EST,-0.405177504
Japan,JPN,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,86.79244995
Suriname,SUR,Government Effectiveness: Estimate,GE.EST,-0.943955839
"Taiwan, China",TWN,Rule of Law: Percentile Rank,RL.PER.RNK,86.79244995
United States,USA,Government Effectiveness: Percentile Rank,GE.PER.RNK,86.79244995
Suriname,SUR,Regulatory Quality: Estimate,RQ.EST,-0.789872885
"Micronesia, Fed. Sts.",FSM,Voice and Accountability: Percentile Rank,VA.PER.RNK,86.95652008
Suriname,SUR,Rule of Law: Estimate,RL.EST,-0.127625868
Aruba,ABW,Rule of Law: Percentile Rank,RL.PER.RNK,87.26415253
Sweden,SWE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.902623057
Sweden,SWE,Voice and Accountability: Estimate,VA.EST,1.521039724
Austria,AUT,Regulatory Quality: Percentile Rank,RQ.PER.RNK,87.26415253
Sweden,SWE,Control of Corruption: Estimate,CC.EST,2.061658144
Botswana,BWA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,87.26415253
Sweden,SWE,Government Effectiveness: Estimate,GE.EST,1.572977066
Niue,NIU,Government Effectiveness: Percentile Rank,GE.PER.RNK,87.26415253
Cook Islands,COK,Voice and Accountability: Percentile Rank,VA.PER.RNK,87.43961334
Sweden,SWE,Regulatory Quality: Estimate,RQ.EST,1.681576967
Cayman Islands,CYM,Government Effectiveness: Percentile Rank,GE.PER.RNK,87.73584747
Sweden,SWE,Rule of Law: Estimate,RL.EST,1.690068483
"Hong Kong SAR, China",HKG,Rule of Law: Percentile Rank,RL.PER.RNK,87.73584747
Switzerland,CHE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.161139727
Switzerland,CHE,Voice and Accountability: Estimate,VA.EST,1.615559578
Lithuania,LTU,Regulatory Quality: Percentile Rank,RQ.PER.RNK,87.73584747
Switzerland,CHE,Control of Corruption: Estimate,CC.EST,2.009313822
Samoa,WSM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,87.73584747
Switzerland,CHE,Government Effectiveness: Estimate,GE.EST,2.049948931
Estonia,EST,Voice and Accountability: Percentile Rank,VA.PER.RNK,87.9227066
Belgium,BEL,Rule of Law: Percentile Rank,RL.PER.RNK,88.20755005
Switzerland,CHE,Regulatory Quality: Estimate,RQ.EST,1.620113015
Germany,DEU,Government Effectiveness: Percentile Rank,GE.PER.RNK,88.20755005
Switzerland,CHE,Rule of Law: Estimate,RL.EST,1.751806736
Iceland,ISL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,88.20755005
Syrian Arab Republic,SYR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.79725194
Syrian Arab Republic,SYR,Voice and Accountability: Estimate,VA.EST,-1.893770814
Uruguay,URY,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,88.20755005
Syrian Arab Republic,SYR,Control of Corruption: Estimate,CC.EST,-1.775999069
Tuvalu,TUV,Voice and Accountability: Percentile Rank,VA.PER.RNK,88.40579987
Syrian Arab Republic,SYR,Government Effectiveness: Estimate,GE.EST,-1.752044916
American Samoa,ASM,Control of Corruption: Percentile Rank,CC.PER.RNK,88.679245
Andorra,AND,Control of Corruption: Percentile Rank,CC.PER.RNK,88.679245
Syrian Arab Republic,SYR,Regulatory Quality: Estimate,RQ.EST,-1.823899746
Anguilla,AIA,Control of Corruption: Percentile Rank,CC.PER.RNK,88.679245
Syrian Arab Republic,SYR,Rule of Law: Estimate,RL.EST,-2.069442272
Bermuda,BMU,Control of Corruption: Percentile Rank,CC.PER.RNK,88.679245
"Taiwan, China",TWN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.754162133
"Taiwan, China",TWN,Voice and Accountability: Estimate,VA.EST,1.075396061
Czechia,CZE,Regulatory Quality: Percentile Rank,RQ.PER.RNK,88.679245
"Taiwan, China",TWN,Control of Corruption: Estimate,CC.EST,1.148139358
Guam,GUM,Control of Corruption: Percentile Rank,CC.PER.RNK,88.679245
"Taiwan, China",TWN,Government Effectiveness: Estimate,GE.EST,1.403517604
Monaco,MCO,Control of Corruption: Percentile Rank,CC.PER.RNK,88.679245
Palau,PLW,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,88.679245
"Taiwan, China",TWN,Regulatory Quality: Estimate,RQ.EST,1.409888744
San Marino,SMR,Control of Corruption: Percentile Rank,CC.PER.RNK,88.679245
"Taiwan, China",TWN,Rule of Law: Estimate,RL.EST,1.258278489
United Arab Emirates,ARE,Government Effectiveness: Percentile Rank,GE.PER.RNK,88.679245
Tajikistan,TJK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.694840014
Tajikistan,TJK,Voice and Accountability: Estimate,VA.EST,-1.672766209
United States,USA,Rule of Law: Percentile Rank,RL.PER.RNK,88.679245
Tajikistan,TJK,Control of Corruption: Estimate,CC.EST,-1.434153557
San Marino,SMR,Voice and Accountability: Percentile Rank,VA.PER.RNK,88.8888855
Tajikistan,TJK,Government Effectiveness: Estimate,GE.EST,-0.756126046
Barbados,BRB,Control of Corruption: Percentile Rank,CC.PER.RNK,89.15093994
New Zealand,NZL,Government Effectiveness: Percentile Rank,GE.PER.RNK,89.15093994
Tajikistan,TJK,Regulatory Quality: Estimate,RQ.EST,-1.197977424
Tonga,TON,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,89.15093994
Tajikistan,TJK,Rule of Law: Estimate,RL.EST,-1.255800605
United Kingdom,GBR,Rule of Law: Percentile Rank,RL.PER.RNK,89.15093994
Tanzania,TZA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.265859962
Tanzania,TZA,Voice and Accountability: Estimate,VA.EST,-0.65902853
United Kingdom,GBR,Voice and Accountability: Percentile Rank,VA.PER.RNK,89.37197876
Tanzania,TZA,Control of Corruption: Estimate,CC.EST,-0.341099858
Belgium,BEL,Control of Corruption: Percentile Rank,CC.PER.RNK,89.62264252
Tanzania,TZA,Government Effectiveness: Estimate,GE.EST,-0.426734716
Estonia,EST,Government Effectiveness: Percentile Rank,GE.PER.RNK,89.62264252
Estonia,EST,Rule of Law: Percentile Rank,RL.PER.RNK,89.62264252
Tanzania,TZA,Regulatory Quality: Estimate,RQ.EST,-0.563533366
Kiribati,KIR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,89.62264252
Tanzania,TZA,Rule of Law: Estimate,RL.EST,-0.443158507
Portugal,PRT,Voice and Accountability: Percentile Rank,VA.PER.RNK,89.85507202
Thailand,THA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.383099318
Thailand,THA,Voice and Accountability: Estimate,VA.EST,-0.622607708
Andorra,AND,Regulatory Quality: Percentile Rank,RQ.PER.RNK,90.09433746
Thailand,THA,Control of Corruption: Estimate,CC.EST,-0.452194035
Bhutan,BTN,Control of Corruption: Percentile Rank,CC.PER.RNK,90.09433746
Thailand,THA,Government Effectiveness: Estimate,GE.EST,0.128285065
"Korea, Rep.",KOR,Government Effectiveness: Percentile Rank,GE.PER.RNK,90.09433746
"Macao SAR, China",MAC,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,90.09433746
Thailand,THA,Regulatory Quality: Estimate,RQ.EST,0.165019408
Monaco,MCO,Regulatory Quality: Percentile Rank,RQ.PER.RNK,90.09433746
Thailand,THA,Rule of Law: Estimate,RL.EST,0.067307785
